,word,points,word_length
39372,AI,11,2
39699,AI,15,2
40602,AI,14,2
42280,AI,12,2
47112,AI,20,2
50009,AI,4,2
50211,AI,6,2
51734,AI,18,2
51740,AI,13,2
52426,AI,10,2
52891,AI,14,2
54324,AI,15,2
54727,AI,14,2
59161,AI,17,2
860,AIA,12,3
956,AIA,6,3
1852,AIA,17,3
3239,AIA,22,3
4473,AIA,6,3
4836,AIA,12,3
5357,AIA,18,3
5446,AIA,6,3
6586,AIA,24,3
7853,AIA,8,3
8074,AIA,21,3
10126,AIA,17,3
10340,AIA,23,3
10510,AIA,9,3
10973,AIA,15,3
11585,AIA,23,3
12862,AIA,11,3
13292,AIA,16,3
16512,AIA,14,3
18791,AIA,26,3
18829,AIA,15,3
19996,AIA,21,3
21030,AIA,15,3
21233,AIA,13,3
22049,AIA,16,3
23174,AIA,19,3
23211,AIA,15,3
24524,AIA,16,3
24724,AIA,9,3
26443,AIA,14,3
28923,AIA,6,3
29824,AIA,15,3
29991,AIA,18,3
30524,AIA,14,3
30821,AIA,17,3
32080,AIA,27,3
32684,AIA,16,3
32966,AIA,10,3
34579,AIA,13,3
35711,AIA,16,3
35767,AIA,16,3
37757,AIA,24,3
37984,AIA,32,3
38374,AIA,11,3
38461,AIA,13,3
38631,AIA,15,3
40912,AIA,14,3
43355,AIA,12,3
43765,AIA,13,3
46087,AIA,18,3
46903,AIA,16,3
47847,AIA,15,3
48234,AIA,21,3
48889,AIA,28,3
49933,AIA,28,3
53297,AIA,16,3
53450,AIA,8,3
53813,AIA,12,3
54519,AIA,15,3
55842,AIA,16,3
58438,AIA,12,3
58586,AIA,10,3
7767,AIAS,37,4
10686,AIAS,19,4
32746,AIAS,16,4
43728,AIAS,35,4
1430,AID,13,3
11082,AID,19,3
31420,AID,20,3
32378,AID,27,3
34371,AID,13,3
42297,AID,20,3
44012,AID,16,3
49440,AID,22,3
53611,AID,28,3
366,AIDA,22,4
3624,AIDA,32,4
6382,AIDA,25,4
29213,AIDA,29,4
29302,AIDA,13,4
43944,AIDA,21,4
45128,AIDA,24,4
59278,AIDA,26,4
58340,AIDANTS,76,7
4018,AIDE,23,4
8235,AIDE,41,4
26974,AIDE,20,4
36522,AIDE,18,4
38793,AIDE,14,4
43960,AIDE,27,4
44472,AIDE,18,4
53515,AIDFUL,36,6
3935,AIDOI,21,5
6943,AIDOI,19,5
11694,AIDOI,17,5
32178,AIDOI,30,5
32853,AIDOI,27,5
33164,AIDOI,28,5
39401,AIDOI,14,5
41247,AIDOI,23,5
42360,AIDOI,26,5
43116,AIDOI,26,5
49209,AIDOI,22,5
54351,AIDOI,21,5
58533,AIDOI,35,5
15601,AIDS,28,4
58909,AIERIES,28,7
2078,AIERY,27,5
9751,AIERY,29,5
10197,AIERY,36,5
15425,AIERY,24,5
26679,AIERY,27,5
46485,AIERY,35,5
57555,AIERY,34,5
58906,AIERY,24,5
7406,AIGA,28,4
9091,AIGA,10,4
12795,AIGA,27,4
16971,AIGA,18,4
21060,AIGA,26,4
21449,AIGA,10,4
22359,AIGA,15,4
28740,AIGA,26,4
29937,AIGA,21,4
30956,AIGA,22,4
36116,AIGA,20,4
39570,AIGA,26,4
47490,AIGA,22,4
47512,AIGA,17,4
50376,AIGA,24,4
51170,AIGA,10,4
31080,AIGHT,26,5
54610,AIGLET,32,6
53177,AIGRETS,86,7
19745,AIKIDO,22,6
23770,AIKIDO,25,6
46679,AIKONA,22,6
4333,AIL,25,3
37472,AIL,17,3
58481,AIL,18,3
5810,AILANTO,28,7
34353,AILANTO,73,7
5825,AILANTOS,15,8
12957,AILETTES,59,8
3993,AILMENT,68,7
59508,AILS,32,4
11442,AIM,11,3
39332,AIM,29,3
45884,AIM,21,3
53957,AIM,24,3
58362,AIM,29,3
47096,AIMS,14,4
1105,AIN,31,3
2541,AIN,12,3
8474,AIN,18,3
24697,AIN,20,3
31246,AIN,12,3
35121,AIN,30,3
43690,AIN,24,3
60502,AIN,5,3
10767,AINE,35,4
17364,AINE,8,4
31429,AINE,12,4
36861,AINE,30,4
58635,AINE,23,4
80,AINEE,15,5
3202,AINEE,19,5
16874,AINEE,12,5
20565,AINEE,22,5
25971,AINEE,22,5
29323,AINEE,19,5
29374,AINEE,20,5
33730,AINEE,27,5
33962,AINEE,12,5
38106,AINEE,17,5
41711,AINEE,18,5
43569,AINEE,28,5
51107,AINEE,21,5
57096,AINEE,17,5
59762,AINEE,26,5
20070,AINGA,21,5
39634,AINS,27,4
48364,AINSELL,83,7
2775,AIOLI,11,5
7659,AIOLI,16,5
13530,AIOLI,18,5
24324,AIOLI,34,5
24988,AIOLI,20,5
31448,AIOLI,28,5
31816,AIOLI,14,5
40312,AIOLI,18,5
45757,AIOLI,13,5
46818,AIOLI,14,5
52937,AIOLI,21,5
55082,AIOLI,10,5
58700,AIOLI,23,5
225,AIR,26,3
4455,AIR,15,3
6136,AIR,16,3
7245,AIR,12,3
35322,AIR,15,3
36137,AIR,16,3
41702,AIR,11,3
41048,AIRDATE,30,7
26259,AIRDATES,83,8
42734,AIRDRAWN,72,8
10230,AIRDROME,122,8
36549,AIRDROP,27,7
47379,AIRED,30,5
20699,AIRER,29,5
59542,AIRER,25,5
25855,AIRFLOW,40,7
9852,AIRHOLE,72,7
28478,AIRHOLE,74,7
31637,AIRHOLES,86,8
50309,AIRIER,21,6
6870,AIRILY,18,6
7433,AIRINGS,72,7
32888,AIRLIFTS,74,8
43787,AIRLIFTS,63,8
17801,AIRLINE,66,7
51977,AIRLINE,79,7
52372,AIRLINE,18,7
32990,AIRLOCK,92,7
3807,AIRMAN,39,6
3267,AIRN,16,4
30924,AIRN,21,4
52906,AIRN,15,4
22945,AIRNS,29,5
47729,AIRPLANE,62,8
15619,AIRPORTS,63,8
55401,AIRPOWER,76,8
2558,AIRSTRIP,74,8
6448,AIRSTRIP,61,8
46658,AIRT,25,4
54858,AIRTIME,18,7
415,AIRTRAM,27,7
18877,AIRWAVES,70,8
40704,AIRWOMEN,76,8
47149,AIRWOMEN,64,8
6256,AIRY,21,4
11192,AIRY,27,4
39547,AIRY,34,4
5988,AIS,20,3
8271,AIS,28,3
21645,AIS,20,3
44581,AISLE,17,5
3922,AIT,28,3
14419,AIT,23,3
41419,AIT,20,3
42321,AIT,12,3
55036,AIT,22,3
552,AITU,10,4
6335,AITU,19,4
13817,AITU,17,4
20089,AITU,8,4
24478,AITU,22,4
27354,AITU,25,4
35286,AITU,8,4
35479,AITU,22,4
37839,AITU,18,4
40950,AITU,7,4
47602,AITU,18,4
49776,AITU,21,4
50836,AITU,14,4
33282,AITUS,7,5
5896,AIVER,24,5
27202,AIVER,38,5
3386,AIYEE,18,5
8192,AIYEE,20,5
13734,AIYEE,18,5
18281,AIYEE,22,5
18677,AIYEE,14,5
19287,AIYEE,71,5
24394,AIYEE,18,5
24803,AIYEE,24,5
25786,AIYEE,26,5
29071,AIYEE,20,5
29851,AIYEE,16,5
31094,AIYEE,26,5
32570,AIYEE,16,5
32653,AIYEE,16,5
40255,AIYEE,23,5
40491,AIYEE,38,5
41680,AIYEE,18,5
43252,AIYEE,31,5
49402,AIYEE,33,5
50908,AIYEE,27,5
53238,AIYEE,28,5
53885,AIYEE,26,5
55962,AIYEE,20,5
57165,AIYEE,20,5
57591,AIYEE,18,5
31355,AIZLE,51,5
19489,AJAR,27,4
27877,AJAR,24,4
54771,AJAR,33,4
2633,AJEE,11,4
8901,AJEE,42,4
17940,AJEE,22,4
24909,AJEE,22,4
25237,AJEE,17,4
27153,AJEE,31,4
28392,AJEE,33,4
31421,AJEE,20,4
31701,AJEE,48,4
33399,AJEE,36,4
35435,AJEE,27,4
37311,AJEE,54,4
37486,AJEE,57,4
37734,AJEE,42,4
38657,AJEE,15,4
38738,AJEE,22,4
43438,AJEE,33,4
45736,AJEE,24,4
48883,AJEE,44,4
58791,AJEE,28,4
59033,AJEE,25,4
1352,AJI,55,3
1501,AJI,39,3
2433,AJI,42,3
4266,AJI,28,3
4859,AJI,58,3
8040,AJI,36,3
11526,AJI,26,3
12819,AJI,11,3
14489,AJI,47,3
14699,AJI,26,3
14724,AJI,16,3
15464,AJI,32,3
18558,AJI,20,3
21040,AJI,28,3
21528,AJI,38,3
22294,AJI,53,3
22809,AJI,25,3
22961,AJI,24,3
25047,AJI,31,3
32610,AJI,31,3
33025,AJI,33,3
35087,AJI,29,3
35262,AJI,30,3
39691,AJI,30,3
42130,AJI,33,3
42201,AJI,25,3
42261,AJI,31,3
44343,AJI,18,3
45629,AJI,26,3
46279,AJI,34,3
46741,AJI,20,3
48856,AJI,20,3
51792,AJI,37,3
52866,AJI,37,3
53869,AJI,28,3
54944,AJI,36,3
55526,AJI,37,3
56360,AJI,32,3
58126,AJI,20,3
59887,AJI,41,3
60543,AJI,37,3
22627,AJIS,56,4
33142,AJIS,33,4
37441,AJIS,33,4
47856,AJIS,49,4
55961,AJIS,35,4
18826,AJIVA,30,5
20645,AJIVA,45,5
26300,AJIVA,57,5
50125,AJIVA,30,5
35917,AJUGA,63,5
52013,AJUGA,45,5
9855,AJWAN,45,5
12122,AJWAN,30,5
12997,AJWAN,45,5
13398,AJWAN,69,5
16138,AJWAN,35,5
46196,AJWAN,30,5
16141,AJWANS,16,6
3916,AKA,37,3
5068,AKA,37,3
6758,AKA,41,3
19184,AKA,47,3
29557,AKA,17,3
37963,AKA,38,3
36910,AKARYOTE,84,8
55980,AKARYOTE,76,8
17951,AKE,35,3
30312,AKE,24,3
51330,AKE,19,3
30130,AKEBIA,64,6
1187,AKED,27,4
9367,AKED,30,4
50758,AKED,9,4
49436,AKEDAH,42,6
558,AKEE,17,4
9462,AKEE,29,4
36054,AKEE,30,4
39680,AKEE,40,4
45919,AKEE,27,4
50931,AKEE,25,4
34740,AKEES,27,5
4979,AKELA,42,5
60275,AKENE,34,5
2094,AKENIAL,32,7
21472,AKHARA,36,6
4367,AL,10,2
13482,AL,16,2
19315,AL,16,2
23285,AL,15,2
29482,AL,23,2
36810,AL,20,2
51622,AL,15,2
56969,AL,9,2
39586,ALA,34,3
47049,ALA,15,3
19114,ALAAP,14,5
39869,ALAAP,26,5
9496,ALACK,49,5
1987,ALACRITY,70,8
22130,ALAE,35,4
28366,ALAE,30,4
52761,ALAE,18,4
20399,ALALIA,15,6
46779,ALALIAS,75,7
45810,ALAMO,41,5
59813,ALAMO,38,5
54312,ALANG,15,5
14166,ALANINE,80,7
3051,ALAP,25,4
52000,ALAP,26,4
10757,ALARY,37,5
58938,ALARY,32,5
60589,ALATES,46,6
21364,ALATION,74,7
46001,ALATION,75,7
20884,ALAYED,18,6
13269,ALAYING,77,7
53914,ALB,33,3
59132,ALB,32,3
28794,ALBEDO,36,6
22865,ALBEDOES,94,8
44704,ALBEDOS,75,7
34107,ALBERGO,89,7
58955,ALBERGO,66,7
3146,ALBINO,31,6
30316,ALBITE,32,6
48629,ALBUMOSE,86,8
25115,ALCAIDE,86,7
40014,ALCATRAS,89,8
44772,ALCO,12,4
59177,ALCORZAS,110,8
3091,ALCOVED,26,7
16723,ALCOVES,80,7
5308,ALDER,29,5
3685,ALE,15,3
17323,ALE,21,3
26671,ALE,21,3
33861,ALE,14,3
34390,ALE,20,3
50085,ALE,9,3
31532,ALEATORY,94,8
37541,ALEC,48,4
40135,ALEC,38,4
18426,ALEE,21,4
20068,ALEE,15,4
35801,ALEE,6,4
60235,ALEE,23,4
39010,ALEF,26,4
15801,ALEGGED,36,7
25827,ALEMBICS,72,8
38873,ALENCON,71,7
20304,ALENGTH,21,7
55635,ALEPINE,69,7
20383,ALERION,70,7
41772,ALERION,66,7
43668,ALERION,66,7
60408,ALERION,66,7
55363,ALERIONS,70,8
59134,ALERIONS,70,8
1708,ALERTEST,77,8
46913,ALERTEST,59,8
37221,ALERTLY,26,7
50164,ALES,20,4
51103,ALEVINS,73,7
27367,ALEW,27,4
52510,ALEW,9,4
42677,ALEWIFE,52,7
48552,ALEWIFE,42,7
48792,ALEWIFE,42,7
31915,ALEWS,43,5
23954,ALEXIN,39,6
37905,ALEXIN,26,6
34020,ALEXINIC,84,8
38926,ALEYE,49,5
2703,ALF,20,3
49758,ALF,30,3
38623,ALFA,30,4
51531,ALFA,17,4
16314,ALFAS,18,5
37132,ALFORJA,34,7
22743,ALFREDO,39,7
37787,ALFREDO,80,7
26180,ALFRESCO,77,8
23536,ALGAROBA,80,8
38414,ALGESIA,70,7
30296,ALGETIC,73,7
53325,ALGETIC,70,7
39307,ALGID,28,5
42038,ALGID,34,5
51422,ALGIN,30,5
37845,ALGINATE,80,8
22285,ALGINIC,40,7
11608,ALGOID,20,6
14248,ALGOID,20,6
11634,ALGUM,49,5
916,ALIBI,37,5
22590,ALIBI,16,5
20806,ALIBIES,72,7
30649,ALIDAD,20,6
48058,ALIDAD,21,6
37681,ALIENAGE,80,8
46917,ALIENATE,70,8
29922,ALIENATOR,68,9
6668,ALIENEE,65,7
9233,ALIENEE,76,7
60617,ALIENEE,66,7
34780,ALIENEES,70,8
35893,ALIENERS,77,8
47599,ALIENERS,68,8
58130,ALIENIST,77,8
29215,ALIENORS,71,8
31999,ALIENORS,70,8
25145,ALIF,37,4
42842,ALIF,8,4
49790,ALIF,25,4
56219,ALIF,9,4
9360,ALIFS,49,5
11742,ALIGNED,72,7
16629,ALIGNER,76,7
2700,ALIKE,32,5
4715,ALIMENT,65,7
6344,ALINE,31,5
42881,ALINERS,71,7
53041,ALINERS,71,7
40880,ALIPED,12,6
12443,ALIQUOT,48,7
34662,ALIT,14,4
38218,ALIT,29,4
50738,ALIUNDE,72,7
55245,ALIVE,27,5
13192,ALIYA,43,5
19303,ALIYA,24,5
39974,ALIYA,28,5
45832,ALIYA,16,5
30544,ALIZARIS,104,8
15517,ALKALIN,72,7
4810,ALKALIZE,110,8
10797,ALKIE,32,5
19086,ALKIE,22,5
39759,ALKIE,32,5
56620,ALKIE,20,5
33042,ALKO,23,4
60488,ALKYD,56,5
8067,ALL,18,3
23334,ALL,5,3
55055,ALL,2,3
56021,ALL,23,3
26552,ALLEGGES,63,8
30833,ALLERGIC,83,8
1877,ALLEYCAT,101,8
6275,ALLICES,110,7
15794,ALLIES,31,6
15996,ALLOCATE,61,8
22714,ALLOT,22,5
56131,ALLOTTED,70,8
1455,ALLOTTER,72,8
12356,ALLOWING,95,8
26402,ALLOY,47,5
45715,ALLOY,33,5
12690,ALLSEED,75,7
28494,ALLURE,28,6
55587,ALMAGESTS,98,9
20638,ALMAH,14,5
10372,ALME,31,4
26165,ALMEH,34,5
36310,ALMEH,20,5
56735,ALMEMARS,76,8
1321,ALMNERS,78,7
10008,ALMUD,19,5
43785,ALNICO,22,6
25908,ALOCASIA,59,8
29199,ALOD,36,4
26357,ALODIA,21,6
40887,ALODIA,23,6
51747,ALODIA,23,6
43007,ALODIAL,69,7
6498,ALOE,29,4
6959,ALOE,15,4
26174,ALOE,25,4
45264,ALOE,22,4
246,ALOED,26,5
10628,ALOED,33,5
38964,ALOED,12,5
47762,ALOED,32,5
27547,ALOHA,33,5
29417,ALOHA,27,5
25070,ALOIN,26,5
42333,ALOIN,12,5
13606,ALOO,18,4
14370,ALOO,19,4
16886,ALOO,25,4
20993,ALOO,31,4
27892,ALOO,17,4
34021,ALOO,8,4
44872,ALOO,24,4
47347,ALOO,22,4
47660,ALOO,23,4
51233,ALOO,34,4
56299,ALOO,14,4
45435,ALOOF,32,5
47405,ALOOF,29,5
4598,ALOUD,25,5
51176,ALOUD,23,5
53635,ALOUD,18,5
8563,ALOW,24,4
23598,ALOW,37,4
25297,ALOW,28,4
53310,ALOW,21,4
54464,ALOW,30,4
12138,ALOWE,38,5
13835,ALRIGHT,44,7
9044,ALS,23,3
12552,ALSO,14,4
32231,ALSO,16,4
5765,ALT,6,3
13251,ALT,10,3
25535,ALT,11,3
53823,ALT,12,3
59139,ALTERED,67,7
229,ALTERING,82,8
59085,ALTERITY,90,8
4908,ALTERNAT,70,8
26340,ALTERNES,74,8
14279,ALTEZA,54,6
26962,ALTEZAS,82,7
47055,ALTHORN,73,7
26779,ALTIMETER,72,9
989,ALTO,28,4
46587,ALTO,18,4
59659,ALTO,13,4
3260,ALTOIST,85,7
11848,ALTOIST,84,7
16815,ALTOIST,71,7
4079,ALU,21,3
16746,ALU,19,3
19573,ALU,3,3
20212,ALU,17,3
27973,ALU,12,3
35499,ALU,17,3
38701,ALU,15,3
39814,ALU,16,3
47212,ALU,17,3
54525,ALU,8,3
41979,ALUDELS,84,7
13866,ALUMINE,75,7
31787,ALUNITE,66,7
5201,ALURE,18,5
6719,ALVEATED,92,8
15625,ALVINE,20,6
50921,ALVINE,33,6
3531,ALWAY,43,5
32130,ALWAY,30,5
26577,AM,22,2
29859,AM,12,2
32729,AM,21,2
51619,AM,27,2
52079,AM,9,2
57037,AM,28,2
60625,AM,22,2
3872,AMA,18,3
37415,AMA,18,3
38255,AMA,19,3
48827,AMA,12,3
53393,AMA,28,3
54335,AMA,16,3
54286,AMADOUS,74,7
26542,AMAH,49,4
35,AMANITIN,65,8
5050,AMARONE,76,7
37154,AMATE,16,5
44451,AMATE,24,5
52358,AMATE,16,5
58064,AMATIVE,86,7
22686,AMAUTI,33,6
7174,AMAZON,51,6
4401,AMBARI,26,6
37001,AMBASSY,93,7
58108,AMBERITE,83,8
35203,AMBIT,27,5
53607,AMBIT,30,5
57251,AMBIT,32,5
40398,AMBITS,48,6
20713,AMBO,39,4
28365,AMBONES,69,7
14796,AMBOS,36,5
10698,AMBRIES,91,7
20219,AMBRY,32,5
29814,AMBULANT,140,8
20474,AME,28,3
28448,AME,25,3
32375,AME,30,3
44750,AMEARST,82,7
16760,AMEBA,38,5
7211,AMEBIC,30,6
11687,AMEBOID,67,7
47712,AMEBOID,39,7
46441,AMEER,26,5
12558,AMEIOSES,80,8
35253,AMELIAS,72,7
31501,AMENABLY,96,8
31426,AMEND,33,5
54979,AMEND,32,5
40763,AMENDS,35,6
44504,AMENE,34,5
47959,AMENE,44,5
28925,AMENTAL,88,7
36216,AMERCER,79,7
11394,AMES,21,4
474,AMESACE,22,7
133,AMI,28,3
2531,AMI,36,3
6038,AMI,26,3
7788,AMI,29,3
20897,AMI,34,3
22266,AMI,38,3
15565,AMIA,30,4
26778,AMIA,25,4
28004,AMIA,23,4
49906,AMIABLE,85,7
4963,AMICI,20,5
44969,AMICI,18,5
37907,AMID,17,4
47107,AMIDE,48,5
362,AMIDIC,28,6
12092,AMIDIC,28,6
31643,AMIDINS,76,7
52234,AMIDINS,50,7
4285,AMIDO,32,5
48614,AMIDONE,98,7
46315,AMIDST,33,6
2154,AMIE,21,4
4002,AMIE,26,4
7475,AMIE,25,4
7954,AMIE,21,4
26674,AMIE,23,4
39558,AMIE,13,4
43027,AMIE,25,4
45465,AMIE,8,4
49717,AMIE,32,4
59235,AMIE,31,4
59306,AMIE,26,4
1833,AMIGO,42,5
7683,AMIGO,37,5
17440,AMIGO,19,5
41761,AMIGO,27,5
46783,AMIGO,33,5
24480,AMILDAR,77,7
20867,AMINE,30,5
6770,AMINES,16,6
24123,AMINITIES,67,9
9543,AMIR,12,4
23650,AMIRATE,65,7
48373,AMIRATE,87,7
45137,AMIS,18,4
50660,AMITIES,69,7
17818,AMITY,41,5
2572,AMLA,26,4
49051,AMLAS,35,5
60440,AMMAN,33,5
15907,AMNIA,35,5
28517,AMNIA,35,5
50551,AMNIA,39,5
26747,AMNIC,24,5
25595,AMNIO,34,5
43756,AMNIOS,33,6
8735,AMNIOTE,77,7
33930,AMNIOTE,64,7
33936,AMNIOTES,30,8
6553,AMOEBA,35,6
7763,AMOEBAE,96,7
29420,AMOEBAE,83,7
20744,AMOEBEAN,83,8
27382,AMOK,33,4
16843,AMONG,24,5
25777,AMONGST,80,7
7965,AMOOVE,38,6
48117,AMOOVE,30,6
37988,AMORCE,37,6
45243,AMORINI,68,7
23463,AMORISM,83,7
3182,AMOUR,36,5
48649,AMOUR,24,5
3053,AMOVE,43,5
16808,AMOWT,43,5
31327,AMOWT,28,5
7784,AMP,19,3
8330,AMP,15,3
31240,AMP,31,3
37588,AMP,10,3
57136,AMP,16,3
60238,AMP,33,3
42735,AMPULLA,44,7
6814,AMREETA,76,7
25128,AMRIT,26,5
4135,AMU,28,3
13163,AMU,23,3
21779,AMU,20,3
30687,AMU,17,3
39544,AMU,22,3
56499,AMU,20,3
19261,AMUSER,33,6
32607,AMYLOGEN,82,8
47596,AMYLS,36,5
4449,AN,9,2
12185,AN,6,2
13872,AN,14,2
19144,AN,16,2
23989,AN,4,2
30518,AN,15,2
31435,AN,12,2
32046,AN,14,2
38320,AN,14,2
44795,AN,11,2
44879,AN,16,2
46515,AN,20,2
54510,AN,11,2
58580,AN,8,2
4126,ANA,23,3
43711,ANA,14,3
46970,ANA,23,3
2156,ANABASIS,73,8
49994,ANAGOGE,86,7
9623,ANAL,21,4
33088,ANALECTA,61,8
11832,ANALOGA,72,7
38736,ANALOGA,63,7
3670,ANALYTE,73,7
3778,ANAN,26,4
32305,ANAN,39,4
46651,ANAN,12,4
12392,ANAPAEST,76,8
22746,ANAS,29,4
23489,ANATA,31,5
27595,ANATA,9,5
56697,ANATA,21,5
55126,ANATASE,24,7
39158,ANATASES,94,8
31872,ANCHORET,94,8
55009,ANCHORET,66,8
22919,ANCIENTS,77,8
59007,ANCILLA,65,7
53531,ANCILLAS,76,8
28743,ANCOME,26,6
37542,AND,31,3
51119,AND,31,3
52909,AND,17,3
18525,ANDANTE,71,7
44928,ANDANTE,68,7
14805,ANDANTES,83,8
49189,ANDESITE,30,8
34471,ANDIRON,32,7
44095,ANDIRONS,80,8
9734,ANDROID,26,7
1050,ANE,26,3
20807,ANE,19,3
30250,ANE,21,3
35416,ANE,13,3
46038,ANE,32,3
48303,ANE,12,3
16416,ANEARED,86,7
29748,ANEARED,16,7
49269,ANEARING,70,8
57196,ANEARING,74,8
27290,ANEATH,38,6
15041,ANECDOTA,72,8
38338,ANECDOTA,63,8
46719,ANECDOTA,39,8
8000,ANECDOTE,83,8
3245,ANECHOIC,94,8
12431,ANELACE,74,7
60207,ANELACE,85,7
43203,ANELE,37,5
58863,ANEMIA,24,6
39967,ANEMIAS,30,7
59560,ANEMIAS,69,7
1666,ANEMIC,26,6
29986,ANEMONE,78,7
30600,ANEMOSES,72,8
45740,ANENT,33,5
5932,ANERGIA,80,7
18268,ANERGIA,78,7
49400,ANERGIA,68,7
13348,ANERGIES,66,8
21451,ANERLY,37,6
46739,ANEROID,80,7
27584,ANEROIDS,80,8
53973,ANES,21,4
5037,ANESTRA,86,7
14880,ANESTRA,62,7
52257,ANESTRA,88,7
1039,ANESTRI,72,7
38868,ANETHOLE,65,8
54770,ANETHOLE,74,8
26119,ANEURIN,22,7
52829,ANEURIN,66,7
55334,ANEURIN,71,7
11711,ANEURISM,64,8
6011,ANEW,25,4
33400,ANEW,35,4
59628,ANEW,44,4
35561,ANGASHORE,65,9
48521,ANGEL,16,5
41684,ANGELIC,43,7
17124,ANGINOSE,72,8
39752,ANGINOUS,68,8
50552,ANGIOMAS,70,8
41072,ANGLEDUG,89,8
24484,ANGLER,43,6
8960,ANGLING,86,7
5266,ANGORA,27,6
10810,ANGORAS,32,7
44954,ANGRIER,77,7
19021,ANGST,34,5
46068,ANGULATE,63,8
50506,ANGULATE,63,8
58277,ANGULOSE,61,8
3495,ANI,37,3
18889,ANI,25,3
28651,ANI,18,3
30848,ANI,16,3
38122,ANI,40,3
40461,ANI,13,3
43336,ANI,23,3
48600,ANI,28,3
50518,ANI,19,3
52595,ANI,13,3
21796,ANICUTS,73,7
45601,ANILINE,71,7
5572,ANILITIES,76,9
56842,ANIMA,37,5
26994,ANIMATER,106,8
26880,ANIMATIC,65,8
39342,ANIMATOS,82,8
5557,ANIME,44,5
16589,ANIME,39,5
22767,ANIMI,21,5
25707,ANIMOSITY,78,9
15689,ANIONIC,75,7
59115,ANIRIDIC,61,8
9413,ANISE,48,5
15133,ANISEED,90,7
27865,ANISEED,73,7
34664,ANISEED,70,7
37901,ANISOLE,81,7
49485,ANISOLE,70,7
53065,ANKLED,42,6
28809,ANLACE,29,6
38002,ANLASES,66,7
3952,ANN,14,3
9455,ANN,6,3
11288,ANN,24,3
21176,ANN,15,3
24688,ANN,15,3
39858,ANN,16,3
8598,ANNAL,22,5
56385,ANNALISE,77,8
6787,ANNATES,72,7
16719,ANNATES,70,7
55851,ANNATES,74,7
55520,ANNATTO,36,7
50444,ANNEALED,73,8
12803,ANNEALER,74,8
38038,ANNEALS,98,7
6571,ANNEX,41,5
18361,ANNEX,40,5
19657,ANNEX,40,5
46854,ANNEX,56,5
59978,ANNEX,36,5
60372,ANNEX,48,5
42582,ANNICUT,64,7
10839,ANNO,19,4
36634,ANNOY,35,5
53990,ANNOY,53,5
46889,ANNUITY,78,7
51796,ANNUL,7,5
9873,ANNULOSE,68,8
183,ANOA,23,4
8146,ANOA,18,4
11893,ANOA,20,4
14377,ANOA,34,4
17407,ANOA,22,4
17913,ANOA,23,4
18421,ANOA,15,4
25082,ANOA,27,4
25399,ANOA,8,4
40145,ANOA,14,4
40573,ANOA,21,4
40746,ANOA,19,4
41883,ANOA,28,4
42339,ANOA,16,4
45404,ANOA,11,4
48747,ANOA,18,4
52852,ANOA,21,4
53336,ANOA,23,4
53549,ANOA,15,4
53806,ANOA,23,4
54672,ANOA,14,4
56041,ANOA,20,4
56230,ANOA,10,4
57871,ANOA,19,4
8854,ANOAS,24,5
45411,ANOAS,19,5
10107,ANODAL,33,6
46129,ANODE,33,5
31264,ANODIC,30,6
52088,ANOESES,76,7
21624,ANOESIS,70,7
19836,ANOESTRA,68,8
23288,ANOESTRA,60,8
39302,ANOESTRA,77,8
3816,ANOINT,24,6
7959,ANOINTER,68,8
43275,ANOINTER,62,8
20703,ANOLE,20,5
5217,ANOLYTE,65,7
49245,ANOMIE,31,6
526,ANOMIES,75,7
33573,ANOMIES,66,7
30269,ANOMY,36,5
35212,ANOMY,49,5
2863,ANON,26,4
32165,ANON,19,4
33102,ANON,23,4
34978,ANON,19,4
42683,ANON,15,4
52770,ANON,18,4
57786,ANON,24,4
15441,ANOPIA,33,6
44280,ANOPIA,33,6
1943,ANORETIC,79,8
2177,ANORETIC,62,8
38177,ANORETIC,74,8
50408,ANOREXIA,80,8
18718,ANOREXIC,118,8
20369,ANOREXIES,69,9
12944,ANOSMIA,77,7
44187,ANOSMIAS,78,8
15499,ANOTHER,74,7
12063,ANOUGH,20,6
48765,ANOUGH,42,6
56464,ANOUGH,20,6
9749,ANOW,37,4
12103,ANOW,35,4
15642,ANOW,40,4
24561,ANOW,35,4
39804,ANOW,31,4
52071,ANOW,42,4
13143,ANOXIA,28,6
35205,ANOXIA,39,6
40938,ANS,28,3
47653,ANSA,19,4
14935,ANSAE,7,5
1061,ANSATED,84,7
31877,ANSATED,81,7
54635,ANSERINE,72,8
26938,ANT,3,3
50082,ANT,20,3
348,ANTA,20,4
34272,ANTACIDS,90,8
33388,ANTAE,27,5
38322,ANTAE,19,5
45510,ANTAE,33,5
3902,ANTARA,27,6
30650,ANTBEAR,82,7
1411,ANTBIRD,70,7
44076,ANTBIRD,77,7
4804,ANTEATER,66,8
28495,ANTEATER,70,8
27249,ANTECEDE,92,8
29506,ANTECEDE,72,8
35426,ANTECEDE,67,8
27211,ANTECEDED,80,9
50637,ANTEDATE,70,8
37732,ANTENATI,61,8
37480,ANTENNAE,61,8
59275,ANTENNAE,62,8
468,ANTHELIA,72,8
43826,ANTHER,34,6
15364,ANTHODIA,89,8
22382,ANTHODIA,74,8
10438,ANTHROS,84,7
30442,ANTIACNE,90,8
50868,ANTIAIR,73,7
32324,ANTIARIN,70,8
39613,ANTICK,39,6
49142,ANTICKE,84,7
